food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Carbohydrate_to_Protein_Ratio,Carbohydrate_to_Fat_Ratio,Fiber_to_Carbohydrate_Ratio,Sodium_to_Potassium_Ratio,Caloric_Density
glazed donut,55.0,3.0,1.2,0.9,0.5,6.2,3.0,0.8,0.3,3.9,0.082,2.9,0.098,0.002,0.062,0.077,0.061,0.3,0.059,0.021,0.2,0.016,0.2,0.025,13.1,0.07,0.3,2.2,0.086,15.2,13.3,0.056,0.031,23.931,7.74999999903125,2.066666666597778,0.04838709677341311,0.0061654135337882296,4.263565891439817
corn tortilla,52.0,0.7,0.1,0.2,0.3,10.7,0.2,1.4,1.5,0.0,0.075,11.0,0.0,0.075,0.036,0.0,0.028,0.4,0.073,0.041,0.0,0.0,0.038,0.0,19.4,0.036,0.3,17.3,0.066,75.4,44.6,0.056,0.3,34.0,7.642857142311224,15.285714283530613,0.1401869158865403,0.0016816143497720142,2.1848739495706524
muffin,169.0,6.5,1.2,1.6,3.3,23.6,0.0,3.9,1.5,22.2,0.3,21.5,0.078,0.2,0.094,0.028,0.2,1.3,0.2,0.01,0.2,0.0,0.0,0.0,114.0,0.042,1.4,9.7,0.2,87.2,69.0,0.023,0.3,151.166,6.051282051126891,3.630769230713373,0.06355932203362899,0.00434782608695022,3.0450450450395583
croutons,33.0,0.5,0.1,0.2,0.1,5.9,0.0,1.0,0.4,0.0,0.035,0.4,0.0,0.047,0.061,0.0,0.078,0.4,0.073,0.06,0.0,0.0,0.0,0.0,6.1,0.068,0.3,2.5,0.093,9.2,9.9,0.026,0.093,14.2,5.89999999941,11.79999999764,0.06779661016834243,0.003535353535317825,4.23076923071499
donut with jelly filling,289.0,15.9,4.1,8.7,2.0,33.2,17.9,5.0,0.8,22.1,0.4,30.3,0.044,0.3,0.086,0.081,0.1,1.8,0.7,0.05,0.0,0.0,0.4,0.012,21.3,0.1,1.5,17.0,0.2,72.3,67.2,0.009,0.6,77.736,6.6399999998672,2.0880503144522766,0.02409638554209609,0.0059523809523720946,3.4241706161096865
sweet cinnamon rolls,309.0,13.6,2.6,4.0,6.2,42.2,26.3,5.1,2.0,54.8,0.3,20.6,0.039,0.3,0.003,0.073,0.2,2.0,0.3,0.085,1.7,0.0,1.7,0.088,59.8,0.034,1.3,14.1,0.2,63.1,92.1,0.085,0.5,125.783,8.274509803759324,3.102941176447773,0.04739336492879764,0.0032573289902244765,3.7914110429401333
oat bran muffin,46.0,1.3,0.2,0.3,0.7,8.2,1.4,1.2,0.8,0.0,0.067,6.0,0.0,0.028,0.09,0.0,0.049,0.024,0.2,0.026,0.0,0.0,0.1,0.035,10.7,0.082,0.7,26.7,0.4,63.9,86.2,0.035,0.3,22.9,6.833333332763888,6.3076923072071,0.09756097560856634,0.0007772621809735763,2.7544910179475783
french cruller donut,169.0,7.5,1.9,4.3,0.9,24.4,14.4,1.3,0.5,4.5,0.1,7.3,0.002,0.005,0.062,0.061,0.057,0.9,0.02,0.052,0.0,0.0,0.058,0.036,10.7,0.084,1.0,4.9,0.018,50.4,32.0,0.07,0.1,45.42,18.76923076778698,3.253333333289955,0.020491803278604545,0.0031249999999902345,4.172839506162536
pancakes,86.0,3.7,0.8,0.9,1.7,10.8,0.0,2.4,0.0,22.4,0.2,20.1,0.025,0.082,0.031,0.03,0.1,0.6,0.2,0.069,0.1,0.0,0.0,0.0,83.2,0.049,0.7,6.1,0.06,60.4,50.2,0.03,0.2,100.942,4.4999999998125,2.918918918840029,0.0,0.003984063745011984,2.324324324318042
chocolate donut,250.0,11.9,3.1,6.8,1.5,34.4,19.2,2.7,1.3,34.2,0.1,9.8,0.078,0.091,0.059,0.009,0.051,0.3,0.2,0.04,0.041,0.0,0.1,0.071,127.8,0.1,1.4,20.4,0.2,97.2,63.6,0.051,0.3,179.637,12.74074074026886,2.8907563024967162,0.037790697674308746,0.0015723270440226851,4.251700680264878
sweet cheese rolls,238.0,12.1,4.0,6.0,1.3,28.8,0.0,4.7,0.8,50.2,0.2,19.4,0.0,0.016,0.06,0.048,0.083,0.5,0.3,0.086,0.1,0.0,0.0,0.0,77.9,0.049,0.5,12.5,0.1,64.7,90.4,0.009,0.4,124.9,6.127659574337709,2.3801652892365275,0.02777777777768133,0.002212389380528526,3.661538461532828
eclair,234.0,19.2,11.5,5.4,1.1,11.2,2.0,4.4,0.4,121.5,0.1,54.4,0.2,0.1,0.02,0.056,0.2,0.7,0.4,0.005,0.2,0.04,0.7,0.047,31.5,0.034,0.9,7.2,0.1,67.5,63.9,0.091,0.4,68.0,2.545454545396694,0.5833333333302951,0.03571428571396684,0.001564945226914609,2.6233183856472833
donut with cream filling,307.0,20.8,4.6,10.3,2.6,25.5,12.4,5.4,0.7,20.4,0.3,32.5,0.043,0.3,0.02,0.026,0.1,1.9,0.6,0.096,0.0,0.0,0.2,0.088,21.3,0.039,1.6,17.0,0.2,64.6,68.0,0.017,0.7,75.331,4.722222222134773,1.2259615384556444,0.027450980392049212,0.004411764705875865,3.646080760090682
fruit toaster pastry,209.0,5.6,1.3,3.3,0.7,37.1,14.8,2.4,0.5,0.0,0.2,5.3,0.2,0.2,0.051,0.0,0.2,2.7,0.2,0.2,0.0,0.0,0.5,0.011,5.6,0.025,2.0,6.1,0.2,38.8,41.3,0.03,0.2,53.4,15.458333332689238,6.624999999881697,0.013477088948750734,0.004842615012094813,4.146825396817169
donut,192.0,10.3,2.7,5.7,1.3,22.9,0.0,2.3,0.7,14.4,0.2,8.8,0.062,0.1,0.082,0.01,0.026,0.7,0.2,0.065,0.027,0.0,0.0,0.0,27.0,0.018,0.5,7.7,0.2,52.7,45.9,0.001,0.2,63.823,9.956521738697543,2.2233009708522005,0.03056768558938617,0.004357298474936041,4.334085778771255
pancakes whole wheat,92.0,2.9,0.8,0.8,1.1,12.9,0.0,3.7,1.2,26.8,0.3,23.2,0.047,0.026,0.094,0.091,0.2,1.0,0.2,0.075,0.2,0.0,0.0,0.0,110.0,0.056,1.4,20.2,0.7,164.1,122.8,0.044,0.5,132.377,3.486486486392257,4.448275861915577,0.09302325581323237,0.0024429967426690203,2.1545667447256336
keikitos,196.0,10.6,0.0,0.0,0.0,22.3,10.8,2.9,0.5,0.0,0.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.095,1.1,5.0,0.011,107.1,37.8,0.033,0.2,63.9,7.689655172148633,2.1037735848858135,0.022421524663576588,0.005291005290991294,4.745762711852916
zwieback,30.0,0.7,0.2,0.3,0.1,5.2,0.9,0.7,0.2,0.6,0.05,0.3,0.063,0.031,0.007,0.002,0.0,0.004,0.002,0.079,0.01,0.4,0.0,0.2,0.041,1.4,0.083,0.06,1.0,0.0,3.9,21.4,0.023,7.083,7.428571427510205,7.428571427510205,0.03846153846079882,0.01282051282018409,4.34782608689351
chocolate coated donut,81.0,4.5,2.4,1.6,0.4,9.2,4.8,0.9,0.3,3.4,0.099,3.0,0.077,0.078,0.077,0.048,0.016,0.3,0.061,0.032,0.2,0.0,0.4,0.04,4.3,0.061,0.7,5.4,0.1,37.8,36.2,0.037,0.2,20.16,10.222222221086419,2.044444444399012,0.03260869565181947,0.0027348066298266993,4.602272727246578
waffle toasted,103.0,3.2,0.5,1.6,0.7,16.3,1.7,2.4,0.8,5.0,0.2,10.1,0.1,0.2,0.023,0.019,0.2,2.9,0.1,0.3,0.0,0.0,0.3,0.029,101.3,0.059,2.3,7.9,0.035,141.6,47.5,0.009,0.2,126.4,6.791666666383681,5.093749999840821,0.049079754600925896,0.004210526315780609,3.2187499999899414
cinnamon toaster pastry,206.0,7.1,1.8,4.0,0.9,34.1,0.0,2.6,0.5,0.0,0.2,5.4,0.1,0.2,0.063,0.043,0.3,2.3,0.1,0.2,0.017,0.0,0.0,0.0,17.0,0.088,2.0,12.0,0.2,66.5,57.0,0.022,0.3,63.489,13.115384614880178,4.8028169013408055,0.014662756598197468,0.003508771929818406,4.186991869910188
wheat bran bread,89.0,1.2,0.3,0.6,0.2,17.2,3.5,3.2,1.4,0.0,0.2,13.6,0.0,0.1,0.082,0.0,0.1,1.6,0.2,0.079,0.0,0.0,0.1,0.069,26.6,0.003,1.1,29.2,0.6,66.6,81.7,0.057,0.5,50.7,5.37499999983203,14.333333332138888,0.08139534883673608,0.0024479804161536742,2.5284090909019077
white bread,77.0,1.0,0.2,0.2,0.5,14.3,1.6,2.6,0.8,0.0,0.1,10.6,0.022,0.0,0.2,0.026,0.0,0.006,1.4,0.2,0.038,0.0,0.0,0.001,0.081,41.8,0.04,1.0,6.7,0.2,28.4,36.5,0.009,18.931,5.499999999788462,14.299999998570001,0.05594405594366473,0.0035211267605509827,2.7017543859554327
oat bran bread,71.0,1.3,0.2,0.5,0.5,11.9,2.3,3.1,1.4,0.0,0.1,13.2,0.09,0.2,0.066,0.0,0.1,1.4,0.2,0.008,0.0,0.0,0.1,0.075,19.5,0.08,0.9,10.5,0.2,42.3,44.1,0.071,0.3,38.121,3.8387096772955256,9.153846153142013,0.11764705882254077,0.0022675736961399826,2.4067796610087906
whole wheat bread natures own,50.0,1.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.999999995
high protein bread dr zaks,152.0,3.0,0.5,15.3,2.5,15.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,153000000000.0,5.0999999998300005,0.0,0.0,8.306010928916361
wheat bread,79.0,1.3,0.2,0.2,0.5,13.8,1.7,3.1,1.2,0.0,0.1,10.2,0.039,0.0,0.1,0.054,0.0,0.09,1.6,0.2,0.062,0.026,0.0,0.024,0.026,36.3,0.066,1.0,11.9,0.3,37.4,40.9,0.039,19.619,4.451612903082206,10.615384614568047,0.08695652173850031,0.0026737967914367013,2.781690140835276
egg bread toasted,117.0,2.4,0.6,1.1,0.4,19.5,0.7,3.9,0.9,20.7,0.2,10.5,0.096,0.1,0.066,0.091,0.2,1.8,0.05,0.004,0.0,0.001,0.1,0.063,37.7,0.005,1.2,7.8,0.2,43.3,46.6,0.046,0.3,65.618,4.999999999871795,8.124999999661458,0.04615384615360947,0.004291845493553022,3.2231404958588894
butter toastbrot ja,66.0,0.9,0.6,12.0,0.8,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,20000000000.0,2.2222222219753087,0.0,0.0,22.758620688870394
vienna bread toasted,93.0,0.6,0.1,0.1,0.2,18.0,1.0,3.8,0.9,0.0,0.2,6.0,0.0,0.1,0.037,0.0,0.1,1.6,0.2,0.007,0.095,0.0,0.011,0.063,13.6,0.075,1.1,9.0,0.2,36.5,40.6,0.082,0.3,38.073,4.736842105138504,29.999999995,0.049999999999722225,0.004926108374372103,3.2746478873124136
vienna bread,92.0,0.6,0.2,0.1,0.3,18.1,0.8,3.8,0.8,0.0,0.2,8.9,0.0,0.1,0.08,0.0,0.081,1.5,0.1,0.062,0.095,0.0,0.007,0.076,14.1,0.018,1.2,9.0,0.2,36.5,41.0,0.057,0.3,38.633,4.7631578946114965,30.166666661638892,0.04419889502738012,0.004878048780475907,2.929936305723153
protein bread,47.0,0.4,0.009,0.091,0.2,8.3,0.3,2.3,0.6,0.0,0.008,7.6,0.0,0.0,0.043,0.0,0.083,0.8,0.0,0.025,0.0,0.0,0.003,0.007,23.6,0.091,0.8,12.4,0.3,35.2,61.2,0.085,0.3,36.0,3.6086956520170137,20.7499999948125,0.07228915662563506,0.0001307189542481524,2.5268817204165224
banana bread,186.0,6.0,1.3,2.6,1.8,31.1,0.0,2.5,0.6,24.5,0.2,16.6,0.068,0.078,0.073,0.035,0.1,0.8,0.2,0.037,1.0,0.0,0.0,0.0,12.0,0.004,0.8,8.0,0.1,33.1,76.4,0.096,0.2,54.061,12.439999999502401,5.183333333246945,0.01929260450154568,0.0026178010471169925,3.3096085409193776
rice bran bread,66.0,1.2,0.2,0.4,0.5,11.7,1.3,2.4,1.3,0.0,0.081,11.1,0.0,0.2,0.063,0.0,0.051,1.8,0.2,0.092,0.0,0.0,0.2,0.019,18.6,0.039,1.0,21.6,0.4,48.1,58.1,0.061,0.4,36.2,4.8749999997968745,9.7499999991875,0.11111111111016145,0.0013941480206516451,2.4999999999905307
white fibre wonder bread,95.0,1.0,0.2,0.2,0.5,18.0,2.0,3.5,1.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.142857142710204,17.9999999982,0.08333333333287038,0.0,4.222222222203457
focaccia,142.0,4.5,0.5,3.2,0.6,20.4,1.0,5.0,1.0,0.0,0.3,26.2,0.0,0.3,0.038,0.0,0.2,2.1,0.4,0.01,0.0,0.0,0.8,0.014,20.0,0.073,1.8,11.4,0.2,73.0,65.0,0.016,0.8,52.7,4.0799999999184,4.5333333332325925,0.04901960784289697,0.004615384615377515,2.5311942958956664
oat bran bread toasted,70.0,1.3,0.2,0.5,0.5,11.8,2.3,3.1,1.3,0.0,0.1,10.4,0.07,0.1,0.035,0.0,0.046,1.3,0.079,0.023,0.0,0.0,0.1,0.084,19.2,0.049,0.9,9.2,0.2,31.3,33.2,0.08,0.3,37.631,3.806451612780437,9.076923076224853,0.11016949152449008,0.0030120481927620115,2.631578947358528
rye bread,83.0,1.1,0.2,0.4,0.3,15.5,1.2,2.7,1.9,0.0,0.2,11.9,0.0,0.1,0.037,0.0,0.1,1.2,0.1,0.098,0.1,0.0,0.1,0.063,23.4,0.005,0.9,12.8,0.3,40.0,53.1,0.088,0.4,45.6,5.74074074052812,14.090909089628099,0.12258064516049948,0.003766478342742436,2.660256410247884
wheat germ bread,73.0,0.8,0.2,0.4,0.2,13.5,1.0,2.7,0.6,0.0,0.2,10.4,0.0,0.1,0.059,0.072,0.1,1.3,0.1,0.086,0.033,0.0,0.1,0.09,24.9,0.057,1.0,7.8,0.2,33.9,71.1,0.085,0.3,43.598,4.999999999814815,16.874999997890622,0.04444444444411522,0.0028129395217963253,2.664233576632612
protein bread toasted,46.0,0.4,0.059,0.082,0.2,8.2,0.2,2.2,0.6,0.0,0.049,5.8,0.0,0.036,0.023,0.0,0.067,0.7,0.03,0.06,0.0,0.0,0.069,0.025,23.1,0.045,0.8,9.5,0.1,32.1,58.8,0.015,0.2,35.3,3.7272727271033053,20.499999994874997,0.07317073170642475,0.0008333333333319161,2.7710843373327045
oatmeal bread,73.0,1.2,0.2,0.4,0.5,13.1,2.2,2.3,1.1,0.0,0.1,9.9,0.083,0.1,0.064,0.0,0.025,0.8,0.009,0.026,0.0,0.0,0.1,0.058,17.8,0.091,0.7,10.0,0.3,34.0,38.3,0.005,0.3,36.227,5.695652173665406,10.916666665756944,0.08396946564821398,0.0026109660574344363,2.7547169811216805
arepa,215.0,5.3,2.8,1.5,1.0,36.4,0.9,5.4,2.5,4.9,0.3,49.8,0.011,0.021,0.0,0.0,0.05,0.9,0.2,0.1,0.0,0.0,0.3,0.041,87.2,0.09,1.0,26.5,0.1,114.7,86.2,0.04,0.8,137.897,6.740740740615911,6.867924528172304,0.06868131868112999,0.003480278422269744,2.2187822497397125
raisin bread toasted,86.0,1.4,0.3,0.7,0.2,16.5,1.8,2.5,1.4,0.0,0.1,8.1,0.0,0.027,0.077,0.0,0.1,1.0,0.001,0.065,0.1,0.0,0.013,0.089,20.9,0.099,0.9,8.1,0.2,34.2,71.3,0.013,0.2,43.7,6.599999999736,11.78571428487245,0.08484848484797061,0.0014025245441775561,3.0175438596385353
cracked wheat bread,74.0,1.1,0.3,0.5,0.2,14.0,0.0,2.5,1.6,0.0,0.2,10.1,0.0,0.1,0.011,0.0,0.042,1.0,0.1,0.08,0.0,0.0,0.0,0.0,12.2,0.074,0.8,14.7,0.4,43.3,50.1,0.055,0.4,32.2,5.599999999776,12.727272726115702,0.11428571428489796,0.003992015968055904,2.671480144394688
garlic bread,151.0,7.1,2.3,2.0,2.3,17.9,1.6,3.6,1.1,0.0,0.2,13.7,0.067,0.2,0.034,0.052,0.037,1.8,0.3,0.04,0.095,0.058,0.5,0.012,11.6,0.079,1.3,9.9,0.2,37.4,44.3,0.052,0.4,42.646,4.972222222084104,2.5211267605278715,0.06145251396613715,0.004514672686220057,3.569739952710237
rye bread toasted,82.0,1.0,0.2,0.4,0.3,15.4,1.2,2.7,1.9,0.0,0.2,9.0,0.0,0.1,0.039,0.0,0.019,1.1,0.009,0.076,0.047,0.0,0.1,0.048,23.2,0.099,0.9,12.5,0.3,40.0,53.1,0.072,0.4,45.128,5.703703703492455,15.39999999846,0.12337662337582223,0.003766478342742436,2.918149466181786
whole wheat bread,128.0,2.5,0.4,0.5,1.4,23.6,1.8,3.9,2.8,0.0,0.2,15.0,0.0,0.1,0.084,0.0,0.1,1.8,0.2,0.043,0.0,0.0,0.3,0.007,15.2,0.1,1.4,37.3,0.9,86.0,144.4,0.078,0.7,49.4,6.051282051126891,9.439999999622401,0.11864406779610744,0.0013850415512455783,2.8444444444381234
whole wheat bread toasted,128.0,2.5,0.4,0.5,1.4,23.7,1.8,3.9,2.8,0.0,0.2,10.9,0.0,0.1,0.012,0.0,0.03,1.7,0.1,0.049,0.0,0.0,0.4,0.048,15.1,0.1,1.4,37.4,0.9,86.1,144.9,0.015,0.7,49.4,6.076923076767258,9.4799999996208,0.11814345991511332,0.0013802622498265149,3.1219512195045804
pan dulce bread,231.0,7.3,1.4,2.2,1.0,35.5,7.9,5.9,1.4,18.9,0.1,13.6,0.048,0.2,0.038,0.082,0.1,2.2,0.4,0.058,0.8,0.0,0.2,0.049,54.2,0.045,1.8,15.1,0.3,59.2,64.9,0.014,0.5,106.92,6.01694915244039,4.86301369856352,0.039436619718198763,0.0015408320493042512,3.7078651685333743
rice bran bread toasted,66.0,1.3,0.2,0.4,0.5,11.8,1.3,2.4,1.3,0.0,0.026,9.0,0.0,0.1,0.064,0.0,0.0,1.7,0.015,0.073,0.0,0.0,0.2,0.064,18.8,0.022,1.0,19.0,0.4,43.5,53.0,0.041,0.3,36.6,4.916666666461806,9.076923076224853,0.11016949152449008,0.0004905660377349234,2.693877551009413
pita bread whole wheat,74.0,0.7,0.1,0.053,0.3,15.4,0.2,2.7,2.1,0.0,0.1,8.6,0.0,0.083,0.068,0.0,0.073,0.8,0.2,0.028,0.0,0.0,0.2,0.076,4.2,0.016,0.9,19.3,0.5,50.4,47.6,0.046,0.4,26.0,5.703703703492455,21.999999996857145,0.1363636363627509,0.00210084033613004,2.7007299269974427
wheat germ bread toasted,73.0,0.8,0.2,0.4,0.2,13.6,1.0,2.7,0.6,0.3,0.2,7.3,0.0,0.011,0.084,0.063,0.022,1.1,0.063,0.076,0.03,0.0,0.1,0.092,25.0,0.059,1.0,9.5,0.3,43.8,71.3,0.008,0.4,43.706,5.03703703685048,16.999999997874998,0.04411764705849913,0.0028050490883551123,2.9918032786762634
pumpernickel bread,65.0,0.8,0.1,0.2,0.3,12.4,0.1,2.3,1.7,0.0,0.2,9.9,0.0,0.034,0.06,0.0,0.094,0.8,0.1,0.065,0.0,0.0,0.1,0.001,17.7,0.008,0.7,14.0,0.3,46.3,54.1,0.061,0.4,35.6,5.391304347591683,15.4999999980625,0.13709677419244276,0.0036968576709728337,2.5590551181001615
frybread,502.0,18.6,7.0,6.7,1.6,73.4,3.1,10.2,0.0,10.6,0.5,48.0,0.0,0.7,0.2,0.0,0.3,7.0,0.2,0.092,0.0,0.0,0.0,0.058,86.6,0.1,6.1,27.4,0.5,187.0,117.0,0.094,0.5,194.9,7.196078431302,3.946236559118569,0.0,0.004273504273500621,3.342210386149573
white bread toasted,83.0,1.1,0.2,0.2,0.6,15.4,1.3,2.5,0.7,0.3,0.2,8.6,0.0,0.1,0.005,0.0,0.07,1.1,0.01,0.077,0.0,0.0,0.014,0.094,33.7,0.03,0.9,7.4,0.1,29.1,37.1,0.011,0.2,54.3,6.1599999997536,13.999999998727272,0.04545454545425029,0.005390835579500294,3.0072463768006985
piki bread,109.0,2.0,0.2,0.5,0.5,20.2,0.4,2.5,2.6,0.0,0.028,2.5,0.0,0.023,0.0,0.0,0.093,0.8,0.2,0.2,0.0,0.0,0.2,0.078,51.5,0.04,1.7,50.7,0.5,104.7,169.1,0.019,1.1,80.5,8.079999999676799,10.099999999495,0.12871287128649153,0.0001655824955646567,4.007352941161738
wheat bread toasted,75.0,1.0,0.2,0.2,0.4,13.4,1.5,3.1,1.1,0.0,0.1,5.8,0.0,0.1,0.048,0.0,0.045,1.5,0.1,0.068,0.008,0.0,0.087,0.086,39.6,0.015,1.0,14.2,0.3,45.1,53.5,0.079,0.4,59.243,4.322580645021852,13.39999999866,0.08208955223819336,0.0018691588785011792,3.218884120157859
pita bread,165.0,0.7,0.091,0.038,0.3,33.4,0.8,5.5,1.3,0.0,0.3,19.3,0.0,0.4,0.012,0.0,0.2,2.8,0.2,0.095,0.0,0.0,0.2,0.001,51.6,0.1,1.6,15.6,0.3,58.2,72.0,0.082,0.5,94.1,6.072727272616859,47.71428570746939,0.038922155688506224,0.00416666666666088,2.8013582342906598
potato bread,85.0,1.0,0.0,0.0,0.0,15.1,3.0,4.0,2.0,0.0,0.1,10.7,0.0,0.016,0.059,0.037,0.012,0.077,0.4,0.3,0.084,0.0,0.024,0.2,0.072,60.2,0.072,0.7,9.0,0.074,118.1,229.8,0.051,22.272,3.7749999999056247,15.09999999849,0.13245033112495067,0.0008467400508036861,2.7597402597313
egg bread,115.0,2.4,0.6,0.9,0.4,19.1,0.7,3.8,0.9,20.4,0.2,13.9,0.095,0.2,0.066,0.009,0.2,1.9,0.1,0.006,0.0,0.087,0.1,0.078,37.2,0.084,1.2,7.6,0.2,42.4,46.0,0.077,0.3,64.622,5.026315789341413,7.958333333001737,0.047120418847920835,0.00434782608694707,2.933673469380271
oatmeal bread toasted,73.0,1.2,0.2,0.4,0.5,13.2,2.2,2.3,1.1,0.0,0.1,7.8,0.043,0.011,0.079,0.0,0.086,0.8,0.026,0.038,0.004,0.0,0.1,0.023,18.0,0.083,0.7,10.3,0.3,34.3,38.5,0.043,0.3,36.622,5.739130434533082,10.999999999083332,0.08333333333270203,0.002597402597395851,2.9795918367225327
cheese bread,196.0,10.0,3.0,2.1,4.4,21.5,1.0,5.0,1.0,4.8,0.4,10.1,0.007,0.2,0.007,0.014,0.1,1.6,0.2,0.08,0.0,0.056,0.7,0.035,43.2,0.096,1.2,8.2,0.2,57.6,40.3,0.08,0.5,81.937,4.299999999914,2.1499999999785,0.04651162790676042,0.009925558312630459,4.206008583681961
pumpernickel bread toasted,80.0,1.0,0.1,0.3,0.4,15.1,0.2,2.8,2.1,0.0,0.2,9.2,0.0,0.047,0.085,0.0,0.062,0.9,0.05,0.015,0.0,0.0,0.1,0.044,21.5,0.025,0.9,17.4,0.4,56.6,66.1,0.033,0.5,43.4,5.392857142664541,15.09999999849,0.1390728476811982,0.0030257186081648632,2.84697508895784
raisin bread,88.0,1.4,0.3,0.7,0.2,16.7,1.8,2.5,1.4,0.0,0.1,10.8,0.0,0.1,0.037,0.0,0.1,1.1,0.1,0.003,0.052,0.0,0.05,0.032,21.1,0.032,0.9,8.3,0.2,34.9,72.6,0.096,0.2,44.09,6.6799999997328,11.928571427719389,0.08383233532883934,0.0013774104683176621,2.802547770691712
pumpernickel roll,77.0,0.8,0.1,0.2,0.3,14.8,0.1,3.0,1.5,0.0,0.1,9.0,0.0,0.1,0.027,0.0,0.018,0.8,0.2,0.028,0.0,0.0,0.2,0.054,18.8,0.067,0.8,15.1,0.5,47.9,58.2,0.069,0.4,39.7,4.933333333168889,18.4999999976875,0.10135135135066654,0.0017182130584162917,2.78985507245366
cinnamon raisin bagel,71.0,0.4,0.054,0.079,0.2,14.4,1.6,2.5,0.6,0.0,0.047,8.3,0.098,0.08,0.03,0.0,0.05,0.8,0.1,0.045,0.2,0.0,0.022,0.081,4.9,0.073,1.0,7.3,0.2,26.0,38.5,0.026,0.3,24.016,5.7599999997696,35.999999990999996,0.04166666666637731,0.00122077922077605,2.7734374999891664
english muffin,127.0,1.1,0.2,0.2,0.5,25.5,0.9,5.0,2.6,0.0,0.2,24.1,0.0,0.2,0.054,0.0,0.2,1.9,0.2,0.018,0.0,0.0,0.3,0.094,101.5,0.04,1.6,21.1,0.3,61.0,106.0,0.018,0.6,137.3,5.099999999898,23.181818179710742,0.10196078431332566,0.0018867924528284089,2.280071813281364
rye dinner roll,123.0,1.5,0.3,0.5,0.3,22.8,0.5,4.4,2.1,0.0,0.3,12.9,0.0,0.2,0.008,0.0,0.1,1.7,0.2,0.015,0.0,0.0,0.1,0.028,12.9,0.029,1.2,23.2,0.3,68.4,77.4,0.029,0.4,44.9,5.181818181700413,15.199999998986668,0.09210526315749078,0.003875968992243054,2.9567307692236615
english muffin whole wheat,134.0,1.4,0.2,0.3,0.6,26.7,5.3,5.8,4.4,0.0,0.2,30.2,0.0,0.2,0.091,0.0,0.003,2.3,0.5,0.1,0.0,0.0,0.3,0.078,174.9,0.1,1.6,46.9,1.2,186.1,138.6,0.029,1.1,214.8,4.603448275782699,19.071428570066328,0.16479400749001952,0.0014430014430004022,2.0904836193415126
dinner roll whole wheat,74.0,1.3,0.2,0.3,0.6,14.3,2.4,2.4,2.1,0.0,0.1,9.3,0.0,0.001,0.032,0.0,0.032,1.0,0.1,0.07,0.0,0.0,0.3,0.085,29.7,0.05,0.7,23.8,0.6,62.7,76.2,0.091,0.6,50.5,5.95833333308507,10.999999999153847,0.14685314685211992,0.0013123359580035272,2.7106227106127814
dinner roll,76.0,1.8,0.4,0.9,0.3,12.9,0.5,2.4,1.1,0.0,0.1,10.4,0.0,0.1,0.059,0.0,0.071,1.1,0.1,0.072,0.0,0.0,0.1,0.074,49.3,0.032,1.0,10.1,0.3,29.1,32.2,0.097,0.3,68.5,5.374999999776042,7.166666666268519,0.08527131782879635,0.0031055900621021564,2.7636363636263144
hotdog roll,117.0,1.6,0.4,0.3,0.7,21.1,3.1,4.1,0.8,0.0,0.2,14.4,0.004,0.007,0.2,0.095,0.03,0.1,1.8,0.0,0.048,0.5,0.0,0.1,0.008,60.5,0.095,1.4,9.7,0.2,42.4,51.2,0.087,27.796,5.146341463289114,13.187499999175781,0.037914691942948275,0.004716981132064347,2.8398058252358256
bagel,245.0,1.5,0.0,0.3,0.9,47.9,6.0,10.0,4.0,0.0,0.4,36.8,0.0,0.0,0.4,0.068,0.0,0.2,3.3,0.4,0.1,0.0,0.0,0.3,0.019,19.6,0.2,2.7,50.0,1.4,139.2,161.7,0.099,63.783,4.7899999999521,31.933333331204445,0.08350730688917848,0.002873563218388741,2.5467775467748996
